hash,location,date,text
"['gestao', 'vendas', 'inovacao', 'negócios', 'planejamentoestrategico', 'estratégia', 'futebol', 'inovaçao', 'relacionamento', 'atendimento', 'estrateg']",Brasil,2020-12-02 00:37:25,"Marketing de Conteúdo: a informação como diferencial competitivo. Quer saber mais? Acesse o link.

https://t.co/tkGpZJVtqH

 #gestao #vendas #inovacao #negócios #planejamentoestrategico #estratégia #futebol #inovaçao #relacionamento #atendimento #estrateg…https://t.co/hCk4S6WKMi"
"['Empreendedorismo', 'marketing', 'inovação', 'ecommerce', 'sustentabilidade', 'curitiba', 'parana', 'brasil']",,2020-12-02 00:30:48,"Em 04/12, das 9h30 às 19h30, será realizado o 2° Festival de  #Empreendedorismo do Vale do Pinhão. 
O evento é gratuito e online. Estão programadas palestras sobre #marketing, #inovação, #ecommerce, #sustentabilidade e muito + 

https://t.co/pXvm1LbvgD

#curitiba #parana #brasil https://t.co/1M9pJnDX6q"
"['NotíciasSENAR', 'sistemafaemg', 'senarminas', 'inaes', 'agro', 'escoladaterra', 'inovação', 'produtorrural', 'sindicatorural']",,2020-12-02 00:30:48,"A Arte de Ser Adolescente em Rubim 📕🖊☺
https://t.co/uQnZ1yXv83
#NotíciasSENAR
#sistemafaemg #senarminas #inaes #agro #escoladaterra #inovação #produtorrural #sindicatorural"
"['negocios', 'empresas', 'associadoabes', 'software']",Brasil,2020-12-02 00:25:48,"Dassault Systèmes anuncia SOLIDWORKS 2021 com novos recursos para acelerar a inovação colaborativa

https://t.co/sGVzqjHx2R

#negocios #empresas #associadoabes #software"
"['NotícasFAEMG', 'sistemafaemg', 'senarminas', 'inaes', 'agro', 'escoladaterra', 'inovação', 'produtorrural', 'sindicatorural']",,2020-12-02 00:01:04,"1º Concurso de Qualidade de Cafés do Sindiboa ☕
https://t.co/zw6izJhoo0
#NotícasFAEMG
#sistemafaemg #senarminas #inaes #agro #escoladaterra #inovação #produtorrural #sindicatorural"
"['NotíciasSENAR', 'sistemafaemg', 'senarminas', 'inaes', 'agro', 'escoladaterra', 'inovação', 'produtorrural', 'sindicatorural']",,2020-12-01 23:45:49,"Resultados do ATeG Café e Leite na Zona da Mata ☕🥛
https://t.co/QzeLWmkb73
 
#NotíciasSENAR
#sistemafaemg #senarminas #inaes #agro #escoladaterra #inovação #produtorrural #sindicatorural"
"['inovação', 'tecnologia', 'TumaVereador']",São Paulo,2020-12-01 23:08:11,"... A medida assegura banda larga aos paulistanos, oferecendo conexões mais estáveis e eficientes. #inovação #tecnologia #TumaVereador"
"['Curso', 'Inovação', 'Balão', 'Empreendedorismo']",Santos/SP - Brasil,2020-12-01 23:01:56,"Confira um pouco do que rolou no Curso Balões - Tendências, inovação e Impacto.

#Curso #Inovação #Balão #Empreendedorismo https://t.co/caX6YMVbVY"
"['imprenditoregestaopme', 'gestaodenegocios', 'gestaoempresarial', 'inovacao', 'tecnicasageis', 'workshop', 'disrupção', 'revolucaoindustrial4', 'ptm']",Brasil,2020-12-01 23:01:09,"Entre em contato e saiba como turbinar seu negócio. Nós adoramos comemorar o sucesso de nossos clientes!

#imprenditoregestaopme #gestaodenegocios #gestaoempresarial #inovacao #tecnicasageis #workshop #disrupção #revolucaoindustrial4.0 #ptm https://t.co/OLTrKEsW5k"
"['NotíciasSENAR', 'sistemafaemg', 'senarminas', 'inaes', 'agro', 'escoladaterra', 'inovação', 'produtorrural', 'sindicatorural']",,2020-12-01 23:01:09,"ATeG reanima cafeicultor em Tombos ☕🌱
https://t.co/dv4uT2c9Ti
 
#NotíciasSENAR
 #sistemafaemg #senarminas #inaes #agro #escoladaterra #inovação #produtorrural #sindicatorural"
['RICMais'],"Curitiba, PR",2020-12-01 23:00:01,"Para se inscrever é necessário apenas ter o ensino superior completo em qualquer área. O curso acontece a distância!

#RICMais 

https://t.co/sAwdCAYI1x"
"['SPTW', 'Inovação', 'Tecnologia', 'Conexões', 'Pessoas', 'Acessibilidade', 'Comunidades', 'Diversidade', 'Internacionalização', 'Universidades', 'EuSouSPTW']","São Paulo, Brasil",2020-12-01 22:47:45,"Saiba um pouco mais da #SPTW 🔗 Pura Conexão!

São 4 pilares
• #Inovação
• #Tecnologia
• #Conexões
• #Pessoas

E 5 temas transversais
• #Acessibilidade
• #Comunidades
• #Diversidade
• #Internacionalização
• #Universidades

Além de mais de 50 verticais. Venha! #EuSouSPTW https://t.co/pp8zra9kIP"
"['agro', 'agrotech']",Brasil - Rio de Janeiro,2020-12-01 22:40:22,"Com tecnologia e inovação, produção agropecuária dobrou no Brasil em 22 anos o dado consta no livro...
#agro #agrotech
https://t.co/jByVwObROp"
"['educação', 'tecnologia', 'inovação', 'educador21', 'EAD', 'abed', 'ciaed']",Rio de Janeiro,2020-12-01 22:39:49,"2º Ciaed Virtual já está disponível no Canal da Abed no YouTube. O evento reúne 51 vídeos de atividades e mesas-redondas. O Educador21 indica alguns destaques para você assistir mais tarde: https://t.co/QA9619G7gC

#educação #tecnologia #inovação #educador21 #EAD #abed #ciaed https://t.co/W3YgwfLSp1"
"['inpi50anos', 'inpi50', 'enapid2020']",Rio de Janeiro,2020-12-01 22:36:24,"#inpi50anos #inpi50 #enapid2020
O XII Encontro Acadêmico de Propriedade Intelectual, Inovação e Desenvolvimento (ENAPID) está chegando! 
O evento será on-line e está com as inscrições abertas!
Saiba mais: https://t.co/SEzWXucvCd https://t.co/6GHiLHWD8W"
"['locawebdigitalconference', 'multintercambio']",,2020-12-01 22:32:44,"Multintercambio na Palestra do
João Kepler

Empreendedor que investe desde 2008. Reconhecido como um dos conferencistas mais sintonizados com Inovação, investimentos, startups e convergência digital do Brasil. @locaweb
#locawebdigitalconference #multintercambio https://t.co/wqp1Qqcil4"
"['NotíciasFAEMG', 'sistemafaemg', 'senarminas', 'inaes', 'agro', 'escoladaterra', 'inovação', 'produtorrural', 'sindicatorural']",,2020-12-01 22:30:51,"Cursos do FAEMG+ Interior conquistam aprovação dos Sindicatos 💻📕
https://t.co/CAFZcmkqAX
#NotíciasFAEMG

#sistemafaemg #senarminas #inaes #agro #escoladaterra #inovação #produtorrural #sindicatorural"
"['ibp', 'riooilgas', 'eusouariooilgas', 'riooilgas2020']","Rio de Janeiro, Brasil",2020-12-01 22:25:09,"""Eu acho que a gente deve fazer programas e processos de inovação mais abertos"", falou Marcelo Araujo sobre iniciativas que estimulam a atração de jovens talentos. #ibp #riooilgas #eusouariooilgas #riooilgas2020"
"['Inpa', 'ProjetoIete', 'Suframa']",Manaus,2020-12-01 22:10:48,"INPA apresenta projeto Ieté no I Encontro de Empreendedorismo e Inovação da Amazônia. Desenvolvido em parceria com a Samsung, o projeto Ieté tem como objetivo a instalação de uma Rede de monitoramento ambiental na bacia hidrográfica do Educandos. 

#Inpa #ProjetoIete #Suframa https://t.co/AIiWFZPOiB"
['Lavits_Covid'],,2020-12-01 22:01:00,"No ar o texto 23 da série #Lavits_Covid! Em ""Os Laboratórios do Trabalho em Plataformas"" @grohmann_rafael avalia a experimentação e inovação nas dinâmicas de oposição à precarização do trabalho em plataformas digitais. Texto completo em: https://t.co/lzjEKsEknD https://t.co/mpQ6PhnW44"
"['Socias', 'Floricultura', 'Balões', 'Curso', 'CursoBalão', 'Balão', 'Novidade', 'Aprendizado', 'Negocios']",Santos/SP - Brasil,2020-12-01 22:00:10,"Hoje as Sócias participaram do Curso Balões - Tendências, inovação e Impacto para trazer ainda mais novidades para vocês! Aguardem o vídeo contando dessa experiência. 

#Socias #Floricultura #Balões #Curso #CursoBalão #Balão #Novidade #Aprendizado #Negocios https://t.co/dSCWbWLSHK"
['primeirapaginato'],Palmas-TO,2020-12-01 21:47:11,Equipe do SENAI Tocantins é vice-campeã do Grand Prix nacional de inovação. https://t.co/fPPmO1l3vZ #primeirapaginato
['chegadeimposto'],"Cuiabá, Brasil",2020-12-01 21:45:23,"@BolsonaroSP, @Biakicis, @marcelvanhattem,@DeputadaMariana @CarlaZambelli38 

Toda vez que acontece algo de bom para a população...um serviço de menor custo, uma inovacao...vem o ""poder publico"" querer, com gulodice, sua fatia. Impeçam
#chegadeimposto

https://t.co/Y5KFup67kL"
['Economia'],,2020-12-01 21:35:08,"NÃO ADIANTA se Iludir com o Ilusionismo do Paulo Guedes e sua #Economia Invisível que é Ilusão como aconteceu em 2019-2020 e é preciso Mudança inclusive na Presidência do Parlamento Brasileiro Senado Câmara Federal 
É PRECISO INOVAÇÃO
@cirogomes @gilmarmendes @GeneralMourao"
"['dicapipa', 'dicadeleitura', 'digital']",Salvador,2020-12-01 21:35:05,Califórnia testa asfalto de garrafa PET reciclada. Via @CicloVivo https://t.co/GI4VEVu1Np #dicapipa #dicadeleitura #digital
"['agenciaicb', 'inovação', 'carreiradesucesso', 'desenvolvimentoprofissional']",São Paulo,2020-12-01 21:30:00,"As 6h de evento estarão disponíveis na Sophia!, a plataforma nascida do UpdateMe e criada para dar continuidade ao seu desenvolvimento profissional.

Saiba mais em https://t.co/cXvPhTSYoY

#agenciaicb #inovação #carreiradesucesso #desenvolvimentoprofissional https://t.co/7zglXzfA29"
"['Agricultura', 'Noticias', 'Pecuaria', 'IBGE', 'Tecno']","São Paulo, Brasil",2020-12-01 21:21:04,"Tecnologia e inovação: veja como o agro brasileiro dobrou a produção em 22 anos

https://t.co/LgKjNbCdN4 #Agricultura #Noticias #Pecuaria #IBGE #Tecno"
"['Agricultura', 'Noticias', 'Pecuaria', 'IBGE', 'Tec']","São Paulo, Brasil",2020-12-01 21:16:06,"Tecnologia e inovação: veja como o agro brasileiro dobrou a produção em 22 anos

https://t.co/9iNxHRRMVX #Agricultura #Noticias #Pecuaria #IBGE #Tec"
"['PolíticadeInovação', 'Unipampa']","Rio Grande do Sul, Brasil",2020-12-01 21:15:52,"#PolíticadeInovação recebe contribuições da comunidade até 10/12

✅ Confira a minuta: https://t.co/sz2tuCoNqq

✅ Confira o guia de elaboração: https://t.co/ogWOjEAgnR

✅ Envie sua sugestão individual: https://t.co/pBF7Aw5qFS

➕ https://t.co/S9YyQEQKqN

#Unipampa https://t.co/22NFQEfxQL"
"['SUMMITFCJ', 'FCJVentureBuilder', 'CorporateVentures', 'inovação', 'startups', 'investimentos']","Belo Horizonte, Brasil",2020-12-01 21:02:24,"Quer ter acesso ao conteúdo completo do maior evento de inovação corporativa do Brasil?

Acesse o canal da FCJ no Youtube e confira os 11 painéis do Corporate Venture Summit.

#SUMMITFCJ #FCJVentureBuilder #CorporateVentures #inovação #startups #investimentos https://t.co/WoZaCI9VOI"
"['administração', 'profissionais', 'participe', 'inovação', 'negócios', 'cra', 'crapr', 'souadm', 'adm', 'administrador', 'administradora']","Curitiba, Brasil",2020-12-01 21:01:55,"Estatística ainda é pouco explorada na ADM

Saiba mais em: https://t.co/lKOOqqFhpF

#administração #profissionais #participe #inovação #negócios #cra #crapr #souadm #adm #administrador #administradora https://t.co/4MVhkadm4n"
"['NotíciasSENAR', 'sistemafaemg', 'senarminas', 'inaes', 'agro', 'escoladaterra', 'inovação', 'produtorrural', 'sindicatorural']",,2020-12-01 21:01:53,"Preparação de mobilizadores na regional de Uberaba 💻🖊📕
https://t.co/81PRLunwOI 
#NotíciasSENAR
#sistemafaemg #senarminas #inaes #agro #escoladaterra #inovação #produtorrural #sindicatorural"
"['SectiBa', 'Ciência', 'Tecnologia', 'Inovação']",,2020-12-01 21:00:00,"Já está no ar o Boletim Informativo da Secti. 🔊 
.
Acesse e fique por dentro das ações e projetos realizados por nossa secretaria no mês de Novembro - https://t.co/O2Dn8ZNutF
.
.
#SectiBa #Ciência #Tecnologia #Inovação https://t.co/7cBDyB4OqM"
['SPTW'],"São Paulo, Brasil",2020-12-01 20:59:45,"Em 2020 o tema da #SPTW é: “Pura Conexão!” 🔗 5 edições já foram realizadas e mais de 50 milhões em negócios gerados, com cerca de 200 mil participantes em mais de 1500 eventos relacionados à Inovação, Tecnologia, Criatividade e Novos Negócios.

Participe! 🚀 https://t.co/hLCLGWNWFm"
"['IdesamParticipa', 'Bioeconomia', 'bioeconomy', 'TIC', 'Amazônia', 'Sustentabilidade']",Manaus,2020-12-01 20:53:25,"Estaremos no 1° Encontro de Empreendedorismo e Inovação da Amazônia BIO - TIC para o desenvolvimento da Região.

Participe! 

#IdesamParticipa #Bioeconomia #bioeconomy #TIC #Amazônia #Sustentabilidade

 https://t.co/Sxm10teJh8"
['SEPEC'],Brasília - DF,2020-12-01 20:42:11,"A @ForbesBR destacou essa semana a realização do InovAtiva Experience, que acontecerá a partir do próximo sábado (05), das 9h30 às 19h. O evento é parte da atividades do hub de inovação InovAtiva Brasil, realizado pela #SEPEC @MinEconomia e @sebrae. Siga o fio 🧵 https://t.co/zg0IuxxidY"
"['NotíciasSENAR', 'sistemafaemg', 'senarminas', 'inaes', 'agro', 'escoladaterra', 'inovação', 'produtorrural', 'sindicatorural']",,2020-12-01 20:35:49,"17º Seminário de Apicultura do Norte de Minas 🐝
https://t.co/udleyfopA0
 #NotíciasSENAR
#sistemafaemg #senarminas #inaes #agro #escoladaterra #inovação #produtorrural #sindicatorural"
"['TI', 'nuvem']",Brazil,2020-12-01 20:34:36,Não seria fantástico se a inovação em #TI avançasse tão rápido quanto a tecnologia de consumo? Pode acontecer... mas temos que olhar para a #nuvem de uma maneira bem diferente. https://t.co/8xsjHNtZMD
"['livros', 'citacoes', 'editora', 'dvseditora', 'livrarias', 'amazonbrasil', 'brancabarao', '8ou80']",São Paulo/Brasil,2020-12-01 20:30:54,"Ideias por mais ridículas que pareçam são importantes, pois são elas que fazem com que outras ideias se aproximem.
Ideias chamam novas ideias! 

Essa é a raiz de qualquer inovação!

#livros #citacoes #editora #dvseditora #livrarias #amazonbrasil #brancabarao #8ou80 https://t.co/m3NaId6zNQ"
"['Investimentoanjo', 'startups', 'potencial', 'crescimento', 'inovação', 'produtos', 'serviços', 'processos']",,2020-12-01 20:23:06,"#Investimentoanjo é aquele realizado em #startups - novas empresas com grande #potencial de #crescimento, que estão em fase de validação de seus negócios e dando os primeiros passos para conquistar um mercado, através de #inovação em #produtos, #serviços e #processos. https://t.co/SiNqQDrfNK"
"['inovação', 'innovation', 'Dextra']","Campinas, Florianópolis e SP ",2020-12-01 20:20:46,"O que é inovar para @Dextra_digital ? Nosso Head de  Innovation, @billcoutinho conta pra gente! Solta o play! ▶️📹 #inovação #innovation #Dextra  https://t.co/G9S0lEpuD2"
"['AcontecendoAqui', 'inovação']",Santa Catarina,2020-12-01 20:08:10,"Vialaser investe em tecnologia exclusiva que permite aplicação em pele negra.
#AcontecendoAqui
#inovação

https://t.co/LTBcJrszkx https://t.co/kldg9owfwZ"
['ZakApp'],São Paulo,2020-12-01 20:01:16,"Se tudo mudou, por que o seu restaurante continua o mesmo? O Zak tem inovação e tecnologia para oferecer agilidade à sua equipe e mais autonomia aos seus clientes. Conheça e comprove! 

Saiba mais: https://t.co/L5hIUSo2eO

#ZakApp https://t.co/rIfqZSgerm"
['Marandu'],"Maranhão, Brasil",2020-12-01 20:01:00,"A @uemaoficial inaugura nesta terça-feira (2), às 15h, a #Marandu, agência de inovação e empreendedorismo da instituição. O objetivo é aproximar a universidade do mercado, oferecendo oportunidades de investimentos, pesquisas, entre outros &gt;&gt;&gt; https://t.co/wW3ijVmDhT https://t.co/QRDlIz22Px"
"['CDMF', 'CEPID', 'FAPESP', 'CTI', 'Pesquisa', 'Inovação', 'COVID19']",Brasil,2020-12-01 19:57:57,"Projeto de pesquisadora do CDMF é finalista de prêmio com foco na detecção e diagnóstico de COVID-19
https://t.co/0NM1np3W5L
#CDMF #CEPID #FAPESP #CTI #Pesquisa #Inovação #COVID19 https://t.co/ggHkpdbUQo"
"['criatividade', 'treinamentosonline', 'designthinking', 'inovação']",WeWork/São José dos Campos-SP,2020-12-01 19:50:30,"Times mais colaborativos, gestão da criatividade, resolução prática de problemas. Ajude os seus colaboradores a serem mais criativos! 

Entre em contato: https://t.co/KfKb6mUHIk

#criatividade
#treinamentosonline
#designthinking 
#inovação https://t.co/W5VZdd3P0N"
['G2N'],"Campina Grande, Brasil",2020-12-01 19:49:54,"@Raphel @HostGatorBrasil Amado, vem fazer parte da inovação! Vem ser #G2N😉"
['Inovação'],Brasília,2020-12-01 19:46:51,"""Recebemos 100 propostas e selecionamos 14 projetos. A ABDI pretende gerar valor inclusive p/ os projetos que não foram classificados. Estamos definindo conjunto de ações para 2021 e pretendemos continuar conectados."" - Isabela Gaya, Analista de Produtividade e #Inovação da ABDI. https://t.co/Q60tIHRd4P"
"['digital', 'agricultura', 'conectividade', 'Agro']",Brasília,2020-12-01 19:40:19,"“A revolução #digital precisa ser intensificada na #agricultura. Precisamos de #conectividade no campo. Editais como esse vão nos ajudar a resolver essas questões. O #Agro é sobretudo tech.” - @fernandocamargo, Secretário de Inovação do @Mapa_Brasil.

📲 https://t.co/cR3w1g7kjs https://t.co/pz7xYV8678"
"['startup', 'inovação', 'cisco', 'uplabsenaisp']",São José do Rio Preto/SP,2020-12-01 19:37:51,"💡O programa Inovação Aberta  Cisco / SENAI-SP visa acelerar startups que possuam soluções que empreguem as tecnologias pilares da Indústria 4.0.
Inscrições até 31 de dez. 
Gratuita!
 
Saiba mais em: https://t.co/YauIyUYz6F
@CiscoDoBrasil

#startup #inovação #cisco #uplabsenaisp https://t.co/8LFIaIoRHn"
"['pandemia', 'inovacao', 'startups', 'seguros']",Brasil,2020-12-01 19:35:49,"➡O setor de seguros também foi impactado pela quebra de paradigmas que a #pandemia trouxe ao mundo em 2020 e precisa inovar para competir com as insurtechs

https://t.co/0r1AGOsRsD

#inovacao #startups #seguros"
"['bombaanfibia', 'HIGRA']","São Leopoldo, Brasil",2020-12-01 19:24:50,Mais uma #bombaanfibia #HIGRA rumo à terra dos 🦘🦘 em Higra Inovação e Sustentabilidade https://t.co/QUCPbWIgqC
"['conectividade', 'inovação', 'tecnologias']",Brasília,2020-12-01 19:21:31,"“Precisamos endereçar a #conectividade ao mesmo tempo que realizamos programas de estímulo à #inovação e adoção de #tecnologias. Pensando nisso, lançamos o Agro 4.0. Hoje nós temos a satisfação de divulgar os projetos vencedores do edital.” - @CalvetIgor, presidente da ABDI. https://t.co/R5sGV4uzPi"
